"Name","Window","Factor","Threshold","Init","rmse_TEDA_pond","rmse_TEDA_stack","rmse_TEDA_major","mae_TEDA_pond","mae_TEDA_stack","mae_TEDA_major","Energy_Consumed"
"leafy-sweep-422","3","1","3","He","7.178773200716098","7.178773200716097","7.178773200716097","51.53478466731964","51.534784667319634","51.534784667319634","3.744732254707135e-8"
"radiant-sweep-52","3","0.5","1.5","Yoshua","6.740676383490286","6.540347975483719","6.894148071786709","45.43671810694369","42.776151640413985","47.5292776357204","3.1661228441761426e-8"
"worldly-sweep-307","3","0.99","1.8","He","7.1586484346625125","7.158648434662511","7.158648434662511","51.24624741109603","51.24624741109602","51.24624741109602","3.7839478633132894e-8"
"leafy-sweep-402","3","1","1.5","He","7.092588200201437","10.679482362685468","7.18441608116654","50.30480737763666","114.05134353491","51.61583442732438","3.4246591672323734e-8"
"azure-sweep-77","3","0.5","1.5","zero","7.1028570698164275","12.41516478150032","7.220870133349713","50.45057855424121","154.1363165518059","52.14096548270191","4.83918562387468e-8"
"effortless-sweep-437","3","1","2","Xavier","7.454363141069907","7.454363141069907","7.454363141069907","55.56752983894161","55.5675298389416","55.5675298389416","2.8058883881890827e-8"
"daily-sweep-362","3","0.99","2","Yoshua","7.504873424521705","7.504873424521706","7.504873424521706","56.323125118092136","56.32312511809215","56.32312511809215","2.5565914655013938e-8"
"silver-sweep-117","3","0.75","2.3","He","6.435965527916872","6.435965527916872","6.435965527916872","41.42165227653431","41.42165227653431","41.42165227653431","4.7410954070478004e-8"
"worldly-sweep-452","3","1","1.5","Yoshua","7.486115145300675","7.552472485933579","7.5322925158615615","56.04191996870015","57.03984065078373","56.73543054450409","3.397618831437891e-8"
"stellar-sweep-227","3","0.98","1.5","Xavier","7.361224064266555","7.746049279193069","7.421745963203409","54.18761972433701","60.00127943568746","55.08231314232609","3.429778698382001e-8"
"comic-sweep-12","3","0.5","2","He","5.8838027801284385","5.8838027801284385","5.8838027801284385","34.61913515544715","34.61913515544714","34.61913515544714","2.5768648088539223e-8"
"fiery-sweep-282","3","0.98","1.8","zero","8.102322024718069","8.102322024718067","8.102322024718067","65.6476221922315","65.64762219223148","65.64762219223148","2.5767624182309296e-8"
"atomic-sweep-447","3","1","3","Xavier","7.454363141069907","7.454363141069907","7.454363141069907","55.56752983894161","55.5675298389416","55.5675298389416","3.4220994016575585e-8"
"apricot-sweep-242","3","0.98","2.3","Xavier","7.411143899697403","7.411143899697403","7.411143899697403","54.92505390202202","54.92505390202202","54.92505390202202","2.9669615298265252e-8"
"sweepy-sweep-212","3","0.98","2","He","7.136877463658244","7.1368774636582435","7.1368774636582435","50.93501993127293","50.935019931272926","50.935019931272926","3.5974945388438254e-8"
"olive-sweep-172","3","0.75","3","Yoshua","6.732673936983115","6.732673936983114","6.732673936983114","45.328898341731716","45.32889834173171","45.32889834173171","4.0684914046096316e-8"
"upbeat-sweep-122","3","0.75","3","He","6.435965527916872","6.435965527916872","6.435965527916872","41.42165227653431","41.42165227653431","41.42165227653431","2.5498336843838848e-8"
"dark-sweep-107","3","0.75","1.8","He","6.435965527916872","6.435965527916872","6.435965527916872","41.42165227653431","41.42165227653431","41.42165227653431","3.900980345393792e-8"
"lilac-sweep-372","3","0.99","3","Yoshua","7.504873424521705","7.504873424521706","7.504873424521706","56.323125118092136","56.32312511809215","56.32312511809215","3.021956847002609e-8"
"solar-sweep-467","3","1","2.3","Yoshua","7.525783590851224","7.525783590851223","7.525783590851223","56.637418656325536","56.63741865632552","56.63741865632552","2.7245120872092032e-8"
"proud-sweep-112","3","0.75","2","He","6.435965527916872","6.435965527916872","6.435965527916872","41.42165227653431","41.42165227653431","41.42165227653431","3.463465213346555e-8"
"sunny-sweep-342","3","0.99","2.3","Xavier","7.43359786990685","7.433597869906852","7.433597869906852","55.25837729148366","55.25837729148368","55.25837729148368","2.5384683252317093e-8"
"colorful-sweep-217","3","0.98","2.3","He","7.136877463658244","7.1368774636582435","7.1368774636582435","50.93501993127293","50.935019931272926","50.935019931272926","2.5720524495732712e-8"
"eternal-sweep-202","3","0.98","1.5","He","7.058164769129893","10.670298346260251","7.147215166840526","49.81768990818643","113.85526679820428","51.08268464111525","3.0148918940161217e-8"
"soft-sweep-137","3","0.75","2","Xavier","6.670699764497766","6.6706997644977655","6.6706997644977655","44.49823534807055","44.498235348070544","44.498235348070544","2.9641896520236815e-8"
"usual-sweep-287","3","0.98","2","zero","8.102322024718069","8.102322024718067","8.102322024718067","65.6476221922315","65.64762219223148","65.64762219223148","3.706130989838938e-8"
"faithful-sweep-347","3","0.99","3","Xavier","7.43359786990685","7.433597869906852","7.433597869906852","55.25837729148366","55.25837729148368","55.25837729148368","2.452767373786931e-8"
"super-sweep-42","3","0.5","2.3","Xavier","6.010913823737486","6.010913823737487","6.010913823737487","36.13108499639841","36.131084996398414","36.131084996398414","3.005881519192776e-8"
"eternal-sweep-132","3","0.75","1.8","Xavier","6.670699764497766","6.6706997644977655","6.6706997644977655","44.49823534807055","44.498235348070544","44.498235348070544","3.0100795347354716e-8"
"fast-sweep-292","3","0.98","2.3","zero","8.102322024718069","8.102322024718067","8.102322024718067","65.6476221922315","65.64762219223148","65.64762219223148","3.0078269410296343e-8"
"breezy-sweep-187","3","0.75","2","zero","7.288662179443484","7.288662179443483","7.288662179443483","53.12459636604983","53.12459636604982","53.12459636604982","2.533041622213104e-8"
"rural-sweep-102","3","0.75","1.5","He","6.613279458138345","10.58526582110313","6.660845818912417","43.735465191434606","112.04785250341412","44.366867023323024","4.7219483605481914e-8"
"decent-sweep-392","3","0.99","2.3","zero","8.12594048920722","8.12594048920722","8.12594048920722","66.03090883413729","66.03090883413729","66.03090883413729","2.9368203685306883e-8"
"noble-sweep-72","3","0.5","3","Yoshua","6.046830824422477","6.046830824422476","6.046830824422476","36.56416301918581","36.564163019185806","36.564163019185806","2.5719500589502788e-8"
"smart-sweep-432","3","1","1.8","Xavier","7.454363141069907","7.454363141069907","7.454363141069907","55.56752983894161","55.5675298389416","55.5675298389416","3.418618120475811e-8"
"feasible-sweep-182","3","0.75","1.8","zero","7.288662179443484","7.288662179443483","7.288662179443483","53.12459636604983","53.12459636604982","53.12459636604982","3.850073322155368e-8"
"robust-sweep-22","3","0.5","3","He","5.8838027801284385","5.8838027801284385","5.8838027801284385","34.61913515544715","34.61913515544714","34.61913515544714","3.0037313161099324e-8"
"icy-sweep-152","3","0.75","1.5","Yoshua","6.892274277242068","6.970676592927367","6.949732426063854","47.503444712732666","48.59033216318549","48.29878079388339","4.1002324977373275e-8"
"atomic-sweep-67","3","0.5","2.3","Yoshua","6.046830824422477","6.046830824422476","6.046830824422476","36.56416301918581","36.564163019185806","36.564163019185806","2.964340404080051e-8"
"eager-sweep-157","3","0.75","1.8","Yoshua","6.732673936983115","6.732673936983114","6.732673936983114","45.328898341731716","45.32889834173171","45.32889834173171","3.7877363163640144e-8"
"playful-sweep-492","3","1","2.3","zero","8.147816285389041","8.147816285389043","8.147816285389043","66.38691022045087","66.3869102204509","66.3869102204509","2.3650186098823023e-8"
"expert-sweep-127","3","0.75","1.5","Xavier","6.827406574647804","7.3025655089208765","6.88935370687507","46.613480535544056","53.32746301208083","47.46319449843327","5.0448883854667463e-8"
"vivid-sweep-443","4","1","2.3","Xavier","9.840832001701688","9.840832001701688","9.840832001701688","96.84197448571604","96.84197448571608","96.84197448571608","4.1231679972876614e-8"
"autumn-sweep-263","4","0.98","2","Yoshua","9.774538758549271","9.774538758549271","9.774538758549271","95.54160794238196","95.54160794238196","95.54160794238196","2.4266577649238266e-8"
"grateful-sweep-98","4","0.5","3","zero","6.877526691285105","6.877526691285105","6.877526691285105","47.30037338933904","47.30037338933904","47.30037338933904","3.005164784831828e-8"
"stilted-sweep-458","4","1","1.8","Yoshua","9.826038635491456","9.826038635491456","9.826038635491456","96.55103526617076","96.55103526617076","96.55103526617076","3.3343506377529293e-8"
"bright-sweep-358","4","0.99","1.8","Yoshua","9.801394314795353","9.801394314795354","9.801394314795354","96.06733051410266","96.06733051410268","96.06733051410268","4.408018710452981e-8"
"rosy-sweep-338","4","0.99","2","Xavier","9.816219272758326","9.816219272758325","9.816219272758325","96.358160810872","96.35816081087198","96.35816081087198","2.5592536216992004e-8"
"vital-sweep-8","4","0.5","1.8","He","7.209062839285086","7.209062839285085","7.209062839285085","51.970587020761144","51.97058702076113","51.97058702076113","2.590380371088941e-8"
"breezy-sweep-273","4","0.98","3","Yoshua","9.774538758549271","9.774538758549271","9.774538758549271","95.54160794238196","95.54160794238196","95.54160794238196","2.8413397880437212e-8"
"gentle-sweep-448","4","1","3","Xavier","9.840832001701688","9.840832001701688","9.840832001701688","96.84197448571604","96.84197448571608","96.84197448571608","2.5191164974861144e-8"
"breezy-sweep-318","4","0.99","2.3","He","9.899262147063125","9.899262147063125","9.899262147063125","97.9953910562768","97.99539105627684","97.99539105627684","3.735107536145834e-8"
"silvery-sweep-493","4","1","2.3","zero","9.642634502590552","9.642634502590552","9.642634502590552","92.98040015054976","92.98040015054973","92.98040015054973","2.479593717010983e-8"
"comic-sweep-88","4","0.5","2","zero","6.877526691285105","6.877526691285105","6.877526691285105","47.30037338933904","47.30037338933904","47.30037338933904","2.411503952720927e-8"
"splendid-sweep-33","4","0.5","1.8","Xavier","7.111144230399664","7.111144230399663","7.111144230399663","50.56837226554643","50.56837226554642","50.56837226554642","2.5765576369849443e-8"
"robust-sweep-153","4","0.75","1.5","Yoshua","9.240239919515576","9.848093645243887","9.281729506257498","85.38203377020922","96.98494844549305","86.15050262733108","3.435205401400607e-8"
"jolly-sweep-38","4","0.5","2","Xavier","7.111144230399664","7.111144230399663","7.111144230399663","50.56837226554643","50.56837226554642","50.56837226554642","2.5703118089823976e-8"
"vivid-sweep-68","4","0.5","2.3","Yoshua","7.093677372781773","7.093677372781773","7.093677372781773","50.32025866911612","50.320258669116114","50.320258669116114","2.5765576369849443e-8"
"denim-sweep-253","4","0.98","1.5","Yoshua","9.84650615875984","10.475443720064275","9.862776578321755","96.95368353449544","109.73492113223404","97.27436183389216","3.448618573012633e-8"
"logical-sweep-313","4","0.99","2","He","9.899262147063125","9.899262147063125","9.899262147063125","97.9953910562768","97.99539105627684","97.99539105627684","3.420358761066685e-8"
"lilac-sweep-83","4","0.5","1.8","zero","6.877526691285105","6.877526691285105","6.877526691285105","47.30037338933904","47.30037338933904","47.30037338933904","3.737667301720648e-8"
"still-sweep-328","4","0.99","1.5","Xavier","9.886807608222425","10.95256071440786","9.89536867508283","97.74896468200484","119.95858620279044","97.91832121581052","4.553822957594396e-8"
"expert-sweep-488","4","1","2","zero","9.642634502590552","9.642634502590552","9.642634502590552","92.98040015054976","92.98040015054973","92.98040015054973","2.969020894915452e-8"
"daily-sweep-373","4","0.99","3","Yoshua","9.801394314795353","9.801394314795354","9.801394314795354","96.06733051410266","96.06733051410268","96.06733051410268","3.6199180852791974e-8"
"silvery-sweep-163","4","0.75","2","Yoshua","8.721629199475146","8.721629199475146","8.721629199475146","76.06681589313749","76.06681589313749","76.06681589313749","3.5604291333205155e-8"
"blooming-sweep-478","4","1","1.5","zero","9.76854456816056","15.593636092094602","9.722920617909647","95.4244629801392","243.1614865726754","94.53518534217254","4.6883642362066294e-8"
"gallant-sweep-248","4","0.98","3","Xavier","9.789400410161283","9.789400410161283","9.789400410161283","95.83236039046592","95.83236039046592","95.83236039046592","3.7196465520739574e-8"
"avid-sweep-468","4","1","2.3","Yoshua","9.826038635491456","9.826038635491456","9.826038635491456","96.55103526617076","96.55103526617076","96.55103526617076","2.583724980594424e-8"
"fearless-sweep-158","4","0.75","1.8","Yoshua","8.721629199475146","8.721629199475146","8.721629199475146","76.06681589313749","76.06681589313749","76.06681589313749","3.9955892810389246e-8"
"treasured-sweep-28","4","0.5","1.5","Xavier","8.688124173006262","9.669558790703013","8.775061595966905","75.48350164557574","93.50036720686192","77.00170601301323","3.1653037191922016e-8"
"atomic-sweep-298","4","0.98","3","zero","9.59029261119628","9.59029261119628","9.59029261119628","91.97371236836597","91.97371236836594","91.97371236836594","2.570721371474368e-8"
"efficient-sweep-428","4","1","1.5","Xavier","9.90381525000754","10.96683512387007","9.91209419810497","98.08555650628192","120.27147263415024","98.24961139210625","4.80570389015611e-8"
"clear-sweep-238","4","0.98","2","Xavier","9.789400410161283","9.789400410161283","9.789400410161283","95.83236039046592","95.83236039046592","95.83236039046592","2.5920186210568218e-8"
"crisp-sweep-188","4","0.75","2","zero","8.519875646352752","8.519875646352753","8.519875646352753","72.58828102931473","72.58828102931474","72.58828102931474","3.0078269410296343e-8"
"fast-sweep-403","4","1","1.5","He","10.051556627439714","15.193502357410882","9.991472833832422","101.03379063462724","230.84251388465003","99.82952938921127","3.433157588940755e-8"
"lucky-sweep-243","4","0.98","2.3","Xavier","9.789400410161283","9.789400410161283","9.789400410161283","95.83236039046592","95.83236039046592","95.83236039046592","2.5640659809798512e-8"
"robust-sweep-388","4","0.99","2","zero","9.617600701638931","9.617600701638931","9.617600701638931","92.49824325616572","92.49824325616572","92.49824325616572","4.25555907281705e-8"
"magic-sweep-93","4","0.5","2.3","zero","6.877526691285105","6.877526691285105","6.877526691285105","47.30037338933904","47.30037338933904","47.30037338933904","2.5542364811725644e-8"
"peachy-sweep-178","4","0.75","1.5","zero","8.986924019772102","14.771891304577588","9.089380828120763","80.76480333715678","218.20877271425496","82.61684383860934","3.4498472604885445e-8"
"unique-sweep-223","4","0.98","3","He","9.87264929105946","9.87264929105946","9.87264929105946","97.46920402425684","97.46920402425684","97.46920402425684","2.6763884944026965e-8"
"playful-sweep-408","4","1","1.8","He","9.923697485018362","9.923697485018364","9.923697485018364","98.47977177415976","98.4797717741598","98.4797717741598","3.2925752635719615e-8"
"stilted-sweep-498","4","1","3","zero","9.642634502590552","9.642634502590552","9.642634502590552","92.98040015054976","92.98040015054973","92.98040015054973","3.2045193277983546e-8"
"pious-sweep-208","4","0.98","1.8","He","9.87264929105946","9.87264929105946","9.87264929105946","97.46920402425684","97.46920402425684","97.46920402425684","3.440222541927242e-8"
"true-sweep-53","4","0.5","1.5","Yoshua","8.63901529487613","9.029820542927148","8.758962893896797","74.6325852651037","81.53765903746911","76.71943097666095","4.6881594549606445e-8"
"polar-sweep-363","4","0.99","2","Yoshua","9.801394314795353","9.801394314795354","9.801394314795354","96.06733051410266","96.06733051410268","96.06733051410268","3.9024138141156886e-8"
"snowy-sweep-183","4","0.75","1.8","zero","8.519875646352752","8.519875646352753","8.519875646352753","72.58828102931473","72.58828102931474","72.58828102931474","3.8673962210522304e-8"
"kind-sweep-118","4","0.75","2.3","He","8.82912694551004","8.829126945510042","8.829126945510042","77.95348261993146","77.95348261993149","77.95348261993149","3.695584755670704e-8"
"absurd-sweep-348","4","0.99","3","Xavier","9.816219272758326","9.816219272758325","9.816219272758325","96.358160810872","96.35816081087198","96.35816081087198","3.717475188017893e-8"
"crimson-sweep-3","4","0.5","1.5","He","8.99371547777497","14.701796731076838","8.865359739165807","80.88691809516905","216.1428271219016","78.59460330482204","4.3066519936903414e-8"
"treasured-sweep-278","4","0.98","1.5","zero","9.723108253676418","15.54598621893822","9.686337478123477","94.53883411271048","241.67768751941705","93.82513374009945","4.6792514707602905e-8"
"floral-sweep-233","4","0.98","1.8","Xavier","9.789400410161283","9.789400410161283","9.789400410161283","95.83236039046592","95.83236039046592","95.83236039046592","3.3967513450205744e-8"
"stellar-sweep-198","4","0.75","3","zero","8.519875646352752","8.519875646352753","8.519875646352753","72.58828102931473","72.58828102931474","72.58828102931474","2.5896636367279928e-8"
"comfy-sweep-23","4","0.5","3","He","7.209062839285086","7.209062839285085","7.209062839285085","51.970587020761144","51.97058702076113","51.97058702076113","2.7488810554814337e-8"
"whole-sweep-453","4","1","1.5","Yoshua","9.882901198544356","10.509821977762092","9.897940569334532","97.67173610018948","110.4563580042511","97.96922751407844","3.434488667039659e-8"
"atomic-sweep-218","4","0.98","2.3","He","9.87264929105946","9.87264929105946","9.87264929105946","97.46920402425684","97.46920402425684","97.46920402425684","2.5600727466831414e-8"
"crisp-sweep-413","4","1","2","He","9.923697485018362","9.923697485018364","9.923697485018364","98.47977177415976","98.4797717741598","98.4797717741598","2.6625657602987002e-8"
"proud-sweep-108","4","0.75","1.8","He","8.82912694551004","8.829126945510042","8.829126945510042","77.95348261993146","77.95348261993149","77.95348261993149","2.6543745104592953e-8"
"grateful-sweep-203","4","0.98","1.5","He","10.02026720185947","15.183396666204482","9.957000408314","100.4057547966606","230.53553432330935","99.14185713116518","3.4293691358900314e-8"
"worthy-sweep-73","4","0.5","3","Yoshua","7.093677372781773","7.093677372781773","7.093677372781773","50.32025866911612","50.320258669116114","50.320258669116114","2.5690831215064872e-8"
"young-sweep-393","4","0.99","2.3","zero","9.617600701638931","9.617600701638931","9.617600701638931","92.49824325616572","92.49824325616572","92.49824325616572","3.3171361043034474e-8"
"sweet-sweep-268","4","0.98","2.3","Yoshua","9.774538758549271","9.774538758549271","9.774538758549271","95.54160794238196","95.54160794238196","95.54160794238196","2.6194593080188298e-8"
"wild-sweep-13","4","0.5","2","He","7.209062839285086","7.209062839285085","7.209062839285085","51.970587020761144","51.97058702076113","51.97058702076113","3.901697079754741e-8"
"dark-sweep-63","4","0.5","2","Yoshua","7.093677372781773","7.093677372781773","7.093677372781773","50.32025866911612","50.320258669116114","50.320258669116114","3.879785486434331e-8"
"swift-sweep-213","4","0.98","2","He","9.87264929105946","9.87264929105946","9.87264929105946","97.46920402425684","97.46920402425684","97.46920402425684","3.256004207123119e-8"
"rural-sweep-258","4","0.98","1.8","Yoshua","9.774538758549271","9.774538758549271","9.774538758549271","95.54160794238196","95.54160794238196","95.54160794238196","2.998711310093919e-8"
"wise-sweep-463","4","1","2","Yoshua","9.826038635491456","9.826038635491456","9.826038635491456","96.55103526617076","96.55103526617076","96.55103526617076","3.0213425032646536e-8"
"light-sweep-323","4","0.99","3","He","9.899262147063125","9.899262147063125","9.899262147063125","97.9953910562768","97.99539105627684","97.99539105627684","2.7569699146978465e-8"
"toasty-sweep-398","4","0.99","3","zero","9.617600701638931","9.617600701638931","9.617600701638931","92.49824325616572","92.49824325616572","92.49824325616572","4.005614350767752e-8"
"leafy-sweep-378","4","0.99","1.5","zero","9.746701608999553","15.570494701363335","9.705465581263528","94.99819225487448","242.44030524518377","94.196062149091","3.9722366708979786e-8"
"eager-sweep-148","4","0.75","3","Xavier","8.737910246440407","8.737910246440405","8.737910246440405","76.35107547484826","76.35107547484823","76.35107547484823","3.5946137074663265e-8"
"northern-sweep-383","4","0.99","1.8","zero","9.617600701638931","9.617600701638931","9.617600701638931","92.49824325616572","92.49824325616572","92.49824325616572","3.0247213938234074e-8"
"glamorous-sweep-333","4","0.99","1.8","Xavier","9.816219272758326","9.816219272758325","9.816219272758325","96.358160810872","96.35816081087198","96.35816081087198","2.587411043022157e-8"
"lunar-sweep-128","4","0.75","1.5","Xavier","9.27298934390447","10.379554475892048","9.29726104718894","85.98833137216586","107.73515111801063","86.43906297957682","4.2130669642751357e-8"
"treasured-sweep-303","4","0.99","1.5","He","10.036682979194673","15.188941248763442","9.97502398735454","100.73500522485604","230.70393625838753","99.5011035482985","3.435512573269584e-8"
"brisk-sweep-288","4","0.98","2","zero","9.59029261119628","9.59029261119628","9.59029261119628","91.97371236836597","91.97371236836594","91.97371236836594","3.6240137101989e-8"
"lucky-sweep-138","4","0.75","2","Xavier","8.737910246440407","8.737910246440405","8.737910246440405","76.35107547484826","76.35107547484823","76.35107547484823","3.417491823622893e-8"
"restful-sweep-58","4","0.5","1.8","Yoshua","7.093677372781773","7.093677372781773","7.093677372781773","50.32025866911612","50.320258669116114","50.320258669116114","2.5410585537757573e-8"
"bright-sweep-353","4","0.99","1.5","Yoshua","9.865516433661218","10.49345396503811","9.88116394260032","97.32841450283958","110.11257611637404","97.63740086054472","6.278797783150166e-8"
"firm-sweep-343","4","0.99","2.3","Xavier","9.816219272758326","9.816219272758325","9.816219272758325","96.358160810872","96.35816081087198","96.35816081087198","2.5916090585648513e-8"
"sunny-sweep-173","4","0.75","3","Yoshua","8.721629199475146","8.721629199475146","8.721629199475146","76.06681589313749","76.06681589313749","76.06681589313749","2.5381611533627316e-8"
"blooming-sweep-473","4","1","3","Yoshua","9.826038635491456","9.826038635491456","9.826038635491456","96.55103526617076","96.55103526617076","96.55103526617076","3.64357031919048e-8"
"curious-sweep-418","4","1","2.3","He","9.923697485018362","9.923697485018364","9.923697485018364","98.47977177415976","98.4797717741598","98.4797717741598","2.998611784960303e-8"
"fluent-sweep-48","4","0.5","3","Xavier","7.111144230399664","7.111144230399663","7.111144230399663","50.56837226554643","50.56837226554642","50.56837226554642","2.975676285409969e-8"
"zany-sweep-103","4","0.75","1.5","He","9.487802588248218","14.952223798351469","9.384304396882053","90.01839795356959","223.56899651598795","88.06516901333978","5.4079655345983866e-8"
"classic-sweep-143","4","0.75","2.3","Xavier","8.737910246440407","8.737910246440405","8.737910246440405","76.35107547484826","76.35107547484823","76.35107547484823","2.590482761711933e-8"
"sweepy-sweep-308","4","0.99","1.8","He","9.899262147063125","9.899262147063125","9.899262147063125","97.9953910562768","97.99539105627684","97.99539105627684","3.00526717545482e-8"
"wise-sweep-438","4","1","2","Xavier","9.840832001701688","9.840832001701688","9.840832001701688","96.84197448571604","96.84197448571608","96.84197448571608","3.006393472307738e-8"
"whole-sweep-133","4","0.75","1.8","Xavier","8.737910246440407","8.737910246440405","8.737910246440405","76.35107547484826","76.35107547484823","76.35107547484823","2.4306509992205368e-8"
"glad-sweep-113","4","0.75","2","He","8.82912694551004","8.829126945510042","8.829126945510042","77.95348261993146","77.95348261993149","77.95348261993149","2.5758409026239962e-8"
"logical-sweep-423","4","1","3","He","9.923697485018362","9.923697485018364","9.923697485018364","98.47977177415976","98.4797717741598","98.4797717741598","4.027626671485349e-8"
"scarlet-sweep-123","4","0.75","3","He","8.82912694551004","8.829126945510042","8.829126945510042","77.95348261993146","77.95348261993149","77.95348261993149","2.994925722532571e-8"
"treasured-sweep-433","4","1","1.8","Xavier","9.840832001701688","9.840832001701688","9.840832001701688","96.84197448571604","96.84197448571608","96.84197448571608","3.9062022671664136e-8"
"pleasant-sweep-368","4","0.99","2.3","Yoshua","9.801394314795353","9.801394314795354","9.801394314795354","96.06733051410266","96.06733051410268","96.06733051410268","2.58874212112106e-8"
"stilted-sweep-483","4","1","1.8","zero","9.642634502590552","9.642634502590552","9.642634502590552","92.98040015054976","92.98040015054973","92.98040015054973","7.719638629901562e-8"
"misunderstood-sweep-283","4","0.98","1.8","zero","9.59029261119628","9.59029261119628","9.59029261119628","91.97371236836597","91.97371236836594","91.97371236836594","3.552442664727095e-8"
"logical-sweep-168","4","0.75","2.3","Yoshua","8.721629199475146","8.721629199475146","8.721629199475146","76.06681589313749","76.06681589313749","76.06681589313749","2.574407433902101e-8"
"fresh-sweep-43","4","0.5","2.3","Xavier","7.111144230399664","7.111144230399663","7.111144230399663","50.56837226554643","50.56837226554642","50.56837226554642","2.7233857903562852e-8"
"whole-sweep-18","4","0.5","2.3","He","7.209062839285086","7.209062839285085","7.209062839285085","51.970587020761144","51.97058702076113","51.97058702076113","2.968109883568105e-8"
"driven-sweep-193","4","0.75","2.3","zero","8.519875646352752","8.519875646352753","8.519875646352753","72.58828102931473","72.58828102931474","72.58828102931474","2.439251811551912e-8"
"cool-sweep-293","4","0.98","2.3","zero","9.59029261119628","9.59029261119628","9.59029261119628","91.97371236836597","91.97371236836594","91.97371236836594","2.5758409026239962e-8"
"daily-sweep-228","4","0.98","1.5","Xavier","9.86818647418375","10.936747185736715","9.877037747103666","97.3811042892631","119.61243900472","97.55587465771066","4.3541694057138456e-8"
"worthy-sweep-78","4","0.5","1.5","zero","8.185126547025764","13.704118827265768","8.559956623563519","66.9962965908259","187.80287283182008","73.27285739728894","4.9832492304252213e-8"
"dry-sweep-379","5","0.99","1.5","zero","9.780793001085588","13.73223572507225","9.810032806065038","95.6639117300848","188.5742980089506","96.23674365607228","3.021956847002609e-8"
"lunar-sweep-129","5","0.75","1.5","Xavier","10.456713096672193","11.771673120236928","10.433535918637189","109.34284878611574","138.5722880497086","108.85867176549236","3.961697984828384e-8"
"radiant-sweep-154","5","0.75","1.5","Yoshua","10.365395736796293","11.287056377660102","10.357856451372763","107.44142878039476","127.3976416724776","107.28519026724436","3.695789536916689e-8"
"clear-sweep-139","5","0.75","2","Xavier","9.751921481590555","9.751921481590552","9.751921481590552","95.09997258310732","95.0999725831073","95.0999725831073","3.0169111505781785e-8"
"likely-sweep-244","5","0.98","2.3","Xavier","10.928847514471013","10.928847514471013","10.928847514471013","119.43970799455924","119.43970799455924","119.43970799455924","2.9784936591568113e-8"
"hardy-sweep-159","5","0.75","1.8","Yoshua","9.676547272581612","9.676547272581612","9.676547272581612","93.6355671185066","93.63556711850664","93.63556711850664","2.5919162304338293e-8"
"royal-sweep-259","5","0.98","1.8","Yoshua","10.856403765761284","10.856403765761282","10.856403765761282","117.86150272523578","117.86150272523577","117.86150272523577","2.752157555417196e-8"
"exalted-sweep-494","5","1","2.3","zero","9.742995907207169","9.742995907207169","9.742995907207169","94.92596924785563","94.92596924785563","94.92596924785563","2.5762504651159663e-8"
"fast-sweep-349","5","0.99","3","Xavier","10.956283593236108","10.95628359323611","10.95628359323611","120.04015017541472","120.04015017541478","120.04015017541478","3.0703727325974096e-8"
"cerulean-sweep-324","5","0.99","3","He","11.484489800374122","11.484489800374122","11.484489800374122","131.89350597489724","131.89350597489727","131.89350597489727","3.3591291685171313e-8"
"lilac-sweep-474","5","1","3","Yoshua","10.90896418183374","10.90896418183374","10.90896418183374","119.0054995205315","119.00549952053149","119.00549952053149","3.003628925486939e-8"
"good-sweep-334","5","0.99","1.8","Xavier","10.956283593236108","10.95628359323611","10.95628359323611","120.04015017541472","120.04015017541478","120.04015017541478","3.9956916716619174e-8"
"comic-sweep-144","5","0.75","2.3","Xavier","9.751921481590555","9.751921481590552","9.751921481590552","95.09997258310732","95.0999725831073","95.0999725831073","3.538005586885144e-8"
"hardy-sweep-194","5","0.75","2.3","zero","8.466056744597438","8.46605674459744","8.46605674459744","71.67411680274378","71.6741168027438","71.6741168027438","3.5509068053822074e-8"
"celestial-sweep-294","5","0.98","2.3","zero","9.687174746108338","9.68717474610834","9.68717474610834","93.84135456163916","93.84135456163918","93.84135456163918","2.989499019513965e-8"
"dandy-sweep-119","5","0.75","2.3","He","10.303279230246584","10.303279230246584","10.303279230246584","106.15756289643063","106.15756289643062","106.15756289643062","2.508672653940873e-8"
"laced-sweep-444","5","1","2.3","Xavier","10.981190878395338","10.981190878395338","10.981190878395338","120.58655310775298","120.586553107753","120.586553107753","2.7984690402212843e-8"
"smart-sweep-354","5","0.99","1.5","Yoshua","11.016325616868269","12.0144139457932","10.972446289339135","121.359430096868","144.3461424608701","120.39457757243215","4.4641287718529094e-8"
"apricot-sweep-499","5","1","3","zero","9.742995907207169","9.742995907207169","9.742995907207169","94.92596924785563","94.92596924785563","94.92596924785563","2.9700736008888073e-8"
"sweepy-sweep-239","5","0.98","2","Xavier","10.928847514471013","10.928847514471013","10.928847514471013","119.43970799455924","119.43970799455924","119.43970799455924","2.5766600276079368e-8"
"warm-sweep-409","5","1","1.8","He","11.508630532785045","11.508630532785045","11.508630532785045","132.4485767401522","132.44857674015216","132.44857674015216","3.022161628248593e-8"
"cerulean-sweep-344","5","0.99","2.3","Xavier","10.956283593236108","10.95628359323611","10.95628359323611","120.04015017541472","120.04015017541478","120.04015017541478","2.5753289495090333e-8"
"elated-sweep-179","5","0.75","1.5","zero","8.993174139523305","12.878513606968074","9.142011543711194","80.87718110379075","165.85611272486184","83.57637506534873","5.4957100768559844e-8"
